Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.028    0.007 session.py:1(<module>)
    15678    0.013    0.000    0.028    0.000 fixed_point.py:37(run)
        2    0.000    0.000    0.028    0.014 api.py:1(<module>)
    88770    0.016    0.000    0.027    0.000 base_operator.py:91(num_qubits)
       66    0.000    0.000    0.027    0.000 models.py:337(_device_thermal_relaxation_error)
     2601    0.001    0.000    0.027    0.000 parameterexpression.py:440(__add__)
      111    0.000    0.000    0.027    0.000 dataclasses.py:1294(wrap)
        1    0.015    0.015    0.027    0.027 backend_macosx.py:151(__init__)
      111    0.002    0.000    0.027    0.000 dataclasses.py:929(_process_class)
        2    0.000    0.000    0.027    0.014 cdkm_ripple_carry_adder.py:1(<module>)
      324    0.005    0.000    0.027    0.000 enum.py:498(__new__)
     2592    0.012    0.000    0.027    0.000 backend_sampler_v2.py:271(_analyze_circuit)
   174258    0.027    0.000    0.027    0.000 register.py:191(__eq__)
     5184    0.003    0.000    0.026    0.000 layout.py:161(add)
        2    0.001    0.000    0.026    0.013 equivalence_library.py:1(<module>)
     5184    0.002    0.000    0.026    0.000 _stride_tricks_impl.py:377(broadcast_to)
     2593    0.026    0.000    0.026    0.000 {method 'topological_op_nodes' of 'qiskit._accelerate.circuit.DAGCircuit' objects}
      227    0.009    0.000    0.026    0.000 artist.py:1511(get_setters)
        7    0.000    0.000    0.026    0.004 __init__.py:399(__getattr__)
        1    0.000    0.000    0.026    0.026 aer_simulator.py:1(<module>)
        2    0.000    0.000    0.025    0.012 __config__.py:1(<module>)
 3576/428    0.009    0.000    0.025    0.000 _compiler.py:37(_compile)
     2680    0.001    0.000    0.025    0.000 <frozen importlib._bootstrap>:416(__enter__)
    17797    0.025    0.000    0.025    0.000 {built-in method posix.urandom}
   113/94    0.000    0.000    0.025    0.000 _generate_schema.py:1823(<genexpr>)
        1    0.000    0.000    0.025    0.025 collections.py:1(<module>)
    95/79    0.000    0.000    0.024    0.000 _generate_schema.py:1125(_generate_dc_field_schema)
    95/79    0.001    0.000    0.024    0.000 _generate_schema.py:1261(_common_field_schema)
        1    0.000    0.000    0.024    0.024 aerbackend.py:1(<module>)
     5186    0.015    0.000    0.024    0.000 _stride_tricks_impl.py:350(_broadcast_to)
    10086    0.002    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
139432/132545    0.022    0.000    0.024    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.024    0.024 polyhedron.py:1(<module>)
     7797    0.007    0.000    0.024    0.000 parametervector.py:25(__init__)
    10368    0.015    0.000    0.024    0.000 qpd_basis.py:135(__eq__)
       15    0.000    0.000    0.024    0.002 _generate_schema.py:589(clean_schema)
    81290    0.024    0.000    0.024    0.000 quantumcircuitdata.py:35(__getitem__)
     5942    0.002    0.000    0.024    0.000 __init__.py:174(search)
        3    0.000    0.000    0.023    0.008 text.py:1(<module>)
       30    0.000    0.000    0.023    0.001 standard_errors.py:170(depolarizing_error)
    14486    0.005    0.000    0.023    0.000 typing.py:1374(__instancecheck__)
   305040    0.023    0.000    0.023    0.000 instruction.py:418(label)
     2570    0.005    0.000    0.023    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      364    0.001    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
       64    0.000    0.000    0.023    0.000 core.py:1442(__add__)
       56    0.009    0.000    0.022    0.000 quantum_error.py:308(to_dict)
    10212    0.022    0.000    0.022    0.000 {built-in method posix.stat}
     3779    0.007    0.000    0.022    0.000 <frozen importlib._bootstrap>:304(acquire)
        9    0.000    0.000    0.022    0.002 _base.py:747(__init_subclass__)
      238    0.000    0.000    0.022    0.000 core.py:457(__init__)
    16597    0.011    0.000    0.022    0.000 multiprocessing.py:49(is_main_process)
     5184    0.015    0.000    0.022    0.000 _stride_tricks_impl.py:43(as_strided)
        1    0.000    0.000    0.022    0.022 fake_provider.py:1(<module>)
       91    0.000    0.000    0.022    0.000 core.py:2398(__init__)
     9156    0.004    0.000    0.022    0.000 classicalregister.py:31(__init__)
       40    0.000    0.000    0.022    0.001 core.py:2452(__init__)
     2592    0.002    0.000    0.022    0.000 check_durations.py:53(run)
        1    0.000    0.000    0.022    0.022 macros.py:1(<module>)
    38943    0.011    0.000    0.022    0.000 flow_controllers.py:113(iter_tasks)
    99/91    0.000    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
     44/1    0.000    0.000    0.022    0.022 deprecation.py:171(wrapper)
        1    0.000    0.000    0.022    0.022 generate_preset_pass_manager.py:47(generate_preset_pass_manager)
       30    0.000    0.000    0.021    0.001 exceptions.py:1(<module>)
        6    0.000    0.000    0.021    0.004 matplotlib.py:1716(_control_gate)
    99/91    0.006    0.000    0.021    0.000 {built-in method _imp.exec_dynamic}
      392    0.021    0.000    0.021    0.000 {built-in method posix.listdir}
     2592    0.005    0.000    0.021    0.000 enlarge_with_ancilla.py:27(run)
        3    0.000    0.000    0.021    0.007 numbers.py:1(<module>)
    95/79    0.000    0.000    0.021    0.000 _generate_schema.py:2066(_apply_annotations)
176915/176859    0.018    0.000    0.021    0.000 singleton.py:381(__call__)
       12    0.000    0.000    0.021    0.002 lambdify.py:126(_import)
     4926    0.006    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
 1059/997    0.002    0.000    0.021    0.000 <frozen abc>:105(__new__)
       28    0.000    0.000    0.020    0.001 _base.py:2438(add_patch)
      264    0.000    0.000    0.020    0.000 quantumcircuit.py:3190(to_instruction)
     1161    0.007    0.000    0.020    0.000 inspect.py:2373(_signature_from_function)
      264    0.002    0.000    0.020    0.000 circuit_to_instruction.py:20(circuit_to_instruction)
   278284    0.020    0.000    0.020    0.000 instruction.py:332(definition)
        2    0.000    0.000    0.020    0.010 decompose.py:1(<module>)
  894/639    0.000    0.000    0.020    0.000 typing.py:574(__getitem__)
        2    0.000    0.000    0.020    0.010 expr.py:1(<module>)
    21542    0.020    0.000    0.020    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.019    0.019 sessions.py:1(<module>)
        1    0.000    0.000    0.019    0.019 crackfortran.py:1(<module>)
        1    0.000    0.000    0.019    0.019 point.py:1(<module>)
    12960    0.011    0.000    0.019    0.000 layout.py:120(_set_type_checked_item)
     2592    0.002    0.000    0.019    0.000 sampler_pub.py:43(__init__)
36688/36671    0.008    0.000    0.019    0.000 {built-in method builtins.all}
   116/79    0.000    0.000    0.019    0.000 _schema_generation_shared.py:82(__call__)
        1    0.000    0.000    0.019    0.019 adapters.py:1(<module>)
       28    0.001    0.000    0.019    0.001 _base.py:2451(_update_patch_limits)
  128/117    0.000    0.000    0.019    0.000 _docstring.py:122(__call__)
    14486    0.007    0.000    0.019    0.000 typing.py:1665(__subclasscheck__)
    15601    0.013    0.000    0.019    0.000 parameterexpression.py:314(_raise_if_parameter_names_conflict)
   192699    0.019    0.000    0.019    0.000 {built-in method time.time}
     2592    0.007    0.000    0.018    0.000 cutting_experiments.py:430(_remove_final_resets)
        1    0.000    0.000    0.018    0.018 entity.py:1(<module>)
     2592    0.008    0.000    0.018    0.000 data_bin.py:74(__init__)
        1    0.000    0.000    0.018    0.018 _credssp.py:1(<module>)
        1    0.000    0.000    0.018    0.018 _context.py:1(<module>)
     1418    0.003    0.000    0.018    0.000 typing.py:1423(__init__)
        5    0.000    0.000    0.018    0.004 base.py:1(<module>)
   211279    0.018    0.000    0.018    0.000 basepasses.py:79(__hash__)
     3550    0.007    0.000    0.018    0.000 typing.py:173(_type_check)
    18423    0.011    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
      639    0.001    0.000    0.017    0.000 typing.py:753(Union)
   146655    0.017    0.000    0.017    0.000 {method '_has_calibration_for' of 'qiskit._accelerate.circuit.DAGCircuit' objects}
    95/79    0.000    0.000    0.017    0.000 _generate_schema.py:2085(inner_handler)
        4    0.000    0.000    0.017    0.004 interface.py:1(<module>)
      111    0.001    0.000    0.017    0.000 dataclasses.py:470(add_fns_to_class)
       31    0.004    0.000    0.017    0.001 __init__.py:884(_rc_params_in_file)
    12960    0.007    0.000    0.017    0.000 layout.py:90(order_based_on_type)
        1    0.000    0.000    0.017    0.017 dataclasses.py:1(<module>)
        4    0.000    0.000    0.017    0.004 thread.py:165(submit)
   293142    0.017    0.000    0.017    0.000 copy.py:173(_deepcopy_atomic)
        1    0.000    0.000    0.017    0.017 ctx_fp.py:1(<module>)
        1    0.000    0.000    0.017    0.017 resilience_options.py:1(<module>)
26048/25959    0.015    0.000    0.017    0.000 passmanager.py:390(__setattr__)
     7918    0.011    0.000    0.017    0.000 parameter.py:69(__init__)
   131313    0.014    0.000    0.016    0.000 parameterexpression.py:131(<genexpr>)
    85584    0.016    0.000    0.016    0.000 op_shape.py:30(__init__)
        1    0.000    0.000    0.016    0.016 _index_tricks_impl.py:1(<module>)
        2    0.000    0.000    0.016    0.008 noise_model.py:1(<module>)
    27240    0.013    0.000    0.016    0.000 {method 'append' of 'qiskit._accelerate.circuit.CircuitData' objects}
        1    0.000    0.000    0.016    0.016 compat.py:1(<module>)
        1    0.000    0.000    0.016    0.016 polytools.py:1(<module>)
        1    0.000    0.000    0.016    0.016 equivalence.py:1(<module>)
        1    0.000    0.000    0.016    0.016 ctx_base.py:1(<module>)
       14    0.000    0.000    0.016    0.001 _docstring.py:73(__missing__)
       43    0.000    0.000    0.015    0.000 dispatcher.py:147(_)
        1    0.000    0.000    0.015    0.015 noise_learner_options.py:1(<module>)
    41205    0.011    0.000    0.015    0.000 quantumcircuitdata.py:84(__iter__)
        1    0.000    0.000    0.015    0.015 tls.py:1(<module>)
        1    0.000    0.000    0.015    0.015 immutable.py:1(<module>)
   132743    0.015    0.000    0.015    0.000 {method 'copy' of 'list' objects}
       56    0.000    0.000    0.015    0.000 noise_model.py:724(add_quantum_error)
        1    0.000    0.000    0.015    0.015 _credential.py:1(<module>)
        3    0.000    0.000    0.015    0.005 config.py:1(<module>)
        1    0.000    0.000    0.015    0.015 estimator_options.py:1(<module>)
        1    0.015    0.015    0.015    0.015 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
       87    0.002    0.000    0.015    0.000 conflict.py:56(ordering)
52693/52513    0.014    0.000    0.014    0.000 {method 'update' of 'dict' objects}
     5025    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap>:632(cached)
       72    0.001    0.000    0.014    0.000 standard_errors.py:257(thermal_relaxation_error)
       56    0.000    0.000    0.014    0.000 quantum_error.py:243(ideal)
    46768    0.010    0.000    0.014    0.000 controlledgate.py:217(params)
    92944    0.011    0.000    0.014    0.000 utils.py:72(<genexpr>)
        5    0.000    0.000    0.014    0.003 polyhedron.py:34(__new__)
        2    0.000    0.000    0.014    0.007 aerbackend.py:537(_compile)
        1    0.000    0.000    0.014    0.014 mul.py:1(<module>)
   5155/9    0.189    0.000    0.014    0.002 backend_sampler_v2.py:322(_samples_to_packed_array)
        1    0.000    0.000    0.014    0.014 defmatrix.py:1(<module>)
       87    0.003    0.000    0.014    0.000 conflict.py:24(ambiguities)
        1    0.000    0.000    0.014    0.014 art3d.py:1(<module>)
      4/3    0.000    0.000    0.014    0.005 figure.py:3108(set_size_inches)
     1864    0.006    0.000    0.014    0.000 enum.py:251(__set_name__)
       35    0.000    0.000    0.014    0.000 core.py:59(_)
        1    0.000    0.000    0.014    0.014 _base_connection.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _axes.py:67(Axes)
        1    0.000    0.000    0.014    0.014 base_service.py:1(<module>)
        1    0.013    0.013    0.014    0.014 {method 'resize' of 'matplotlib.backends._macosx.FigureManager' objects}
   5160/9    0.023    0.000    0.013    0.001 _arraypad_impl.py:545(pad)
31775/31663    0.004    0.000    0.013    0.000 {built-in method builtins.next}
     2562    0.002    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
84667/84656    0.011    0.000    0.013    0.000 {built-in method builtins.setattr}
    49237    0.013    0.000    0.013    0.000 {built-in method numpy.asanyarray}
      111    0.000    0.000    0.013    0.000 dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.013    0.013 unitary_synthesis.py:1(<module>)
       11    0.000    0.000    0.013    0.001 __init__.py:980(version)
    10368    0.013    0.000    0.013    0.000 {method 'count_ops' of 'qiskit._accelerate.circuit.DAGCircuit' objects}
      672    0.001    0.000    0.013    0.000 superop.py:309(_instruction_to_superop)
  360/224    0.001    0.000    0.013    0.000 clifford.py:147(__init__)
       37    0.000    0.000    0.013    0.000 matplotlib.py:824(_get_text_width)
 10359/19    0.130    0.000    0.013    0.001 _arraypad_impl.py:129(_set_pad_area)
        1    0.000    0.000    0.013    0.013 base_state_fidelity.py:1(<module>)
   107/75    0.000    0.000    0.013    0.000 _generate_schema.py:1040(_match_generic_type)
        2    0.000    0.000    0.013    0.006 _linalg.py:1(<module>)
     8602    0.008    0.000    0.013    0.000 inspect.py:2726(__init__)
   200969    0.013    0.000    0.013    0.000 singleton.py:299(base_class)
       16    0.000    0.000    0.013    0.001 quantum_error.py:449(expand)
       16    0.000    0.000    0.013    0.001 quantum_error.py:441(tensor)
        1    0.000    0.000    0.013    0.013 colors.py:1(<module>)
   140222    0.013    0.000    0.013    0.000 register.py:128(name)
     2592    0.004    0.000    0.013    0.000 sampler_pub.py:143(validate)
     5186    0.002    0.000    0.013    0.000 {method 'min' of 'numpy.ndarray' objects}
    44568    0.007    0.000    0.013    0.000 flow_controllers.py:78(iter_tasks)
     5184    0.004    0.000    0.013    0.000 unitary_synthesis.py:422(run)
        1    0.000    0.000    0.012    0.012 crypto.py:1(<module>)
        1    0.000    0.000    0.012    0.012 constructor.py:1(<module>)
        1    0.000    0.000    0.012    0.012 aliases.py:1(<module>)
     3665    0.005    0.000    0.012    0.000 enum.py:354(__setitem__)
        4    0.000    0.000    0.012    0.003 thread.py:184(_adjust_thread_count)
     3700    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
        3    0.000    0.000    0.012    0.004 threading.py:953(start)
     5106    0.010    0.000    0.012    0.000 {method 'replace_bits' of 'qiskit._accelerate.circuit.CircuitData' objects}
     3424    0.002    0.000    0.012    0.000 fromnumeric.py:3369(prod)
    25920    0.009    0.000    0.012    0.000 layout.py:113(__contains__)
    10366    0.012    0.000    0.012    0.000 {method 'search' of 're.Pattern' objects}
    89401    0.012    0.000    0.012    0.000 quantumcircuit.py:2222(qubits)
    25069    0.010    0.000    0.012    0.000 {method 'add_qubit' of 'qiskit._accelerate.circuit.CircuitData' objects}
